事故ID,事故时间,城市,所在区域,道路名称,事故类型,天气情况,道路类型,照明条件,受伤人数,死亡人数,温度(℃),湿度(%),能见度(km),风速(m/s),事故等级,是否高峰,是否周末,月份,星期,来源
169,2023-11-16 13:32:21,北京市,昌平区,西北大道,侧面碰撞,阴,高速公路,白天,0,0,21.8,50.0,19.0,5.6,轻微,0,0,11,4,simulation
170,2023-09-12 17:08:18,北京市,丰台区,西大街,追尾,晴,高速公路,白天,0,0,6.3,41.0,11.8,1.6,轻微,1,0,9,2,simulation
171,2025-05-03 19:08:24,北京市,西城区,大新快速路,行人事故,晴,城市次干道,黄昏,2,0,10.6,66.0,10.2,0.0,一般,1,1,5,6,simulation
172,2024-06-26 17:31:36,北京市,通州区,中大环路,刮擦,阴,匝道,白天,0,0,26.3,43.0,13.0,0.2,轻微,1,0,6,3,simulation
173,2025-03-06 19:07:07,北京市,大兴区,环新街,侧面碰撞,阴,城市主干道,黄昏,2,0,15.9,57.0,16.7,0.1,严重,1,0,3,4,simulation
174,2025-04-19 17:19:11,北京市,通州区,大北路,追尾,晴,匝道,白天,0,0,15.7,31.0,19.0,1.9,轻微,1,1,4,6,simulation
175,2024-01-23 17:28:17,北京市,海淀区,北中快速路,追尾,晴,城市次干道,白天,2,0,3.4,69.0,13.2,3.6,一般,1,0,1,2,simulation
176,2023-02-02 07:29:16,北京市,丰台区,北南快速路,刮擦,雪,匝道,白天,0,0,-3.2,74.0,0.9,0.7,轻微,1,0,2,4,simulation
177,2024-03-13 08:49:52,北京市,昌平区,西东街,追尾,晴,城市次干道,白天,0,0,18.6,43.0,15.7,9.0,轻微,1,0,3,3,simulation
178,2024-12-23 07:01:33,北京市,东城区,中大快速路,侧面碰撞,雪,城市次干道,白天,0,0,-11.9,93.0,1.3,4.8,轻微,1,0,12,1,simulation
179,2025-01-04 19:27:32,北京市,大兴区,大环大道,追尾,多云,城市次干道,黄昏,1,0,-5.0,39.0,8.6,5.5,一般,1,1,1,6,simulation
180,2025-04-07 12:38:11,北京市,朝阳区,南环路,侧面碰撞,阴,匝道,白天,3,0,11.6,70.0,18.7,3.2,一般,0,0,4,1,simulation
181,2024-01-18 18:56:44,北京市,海淀区,北西环路,多车连环,多云,支路,黄昏,0,0,16.9,57.0,19.3,0.8,轻微,1,0,1,4,simulation
182,2024-09-17 19:48:02,北京市,通州区,北中环路,刮擦,晴,高速公路,黄昏,0,0,14.6,46.0,15.7,2.7,轻微,1,0,9,2,simulation
183,2025-05-17 22:55:28,北京市,海淀区,新西街,侧面碰撞,多云,支路,夜间无照明,1,0,7.1,40.0,11.4,3.8,轻微,0,1,5,6,simulation
184,2025-11-14 10:43:21,北京市,丰台区,西环环路,刮擦,阴,城市次干道,白天,1,0,12.0,37.0,11.5,2.0,一般,0,0,11,5,simulation
185,2025-04-27 19:19:34,北京市,通州区,南南快速路,翻车,晴,匝道,黄昏,2,0,20.3,36.0,16.9,1.5,严重,1,1,4,7,simulation
186,2024-01-07 21:44:59,北京市,西城区,南新街,单车事故,雾,高速公路,夜间无照明,0,0,6.0,73.0,0.8,0.6,轻微,0,1,1,7,simulation
187,2024-08-04 07:52:03,北京市,西城区,南中高速公路,刮擦,晴,高速公路,白天,2,1,33.8,69.0,19.5,9.3,严重,1,1,8,7,simulation
188,2025-10-04 21:03:51,北京市,东城区,北新快速路,追尾,晴,高速公路,夜间有照明,1,0,18.5,40.0,9.9,6.5,严重,0,1,10,6,simulation
189,2024-08-17 18:36:43,北京市,朝阳区,大东大道,侧面碰撞,大雨,城市次干道,黄昏,0,0,26.1,56.0,2.5,3.2,轻微,1,1,8,6,simulation
190,2025-02-21 09:24:17,北京市,通州区,新南路,侧面碰撞,雾,匝道,白天,0,0,12.7,83.0,1.7,4.7,轻微,1,0,2,5,simulation
191,2023-06-27 11:06:13,北京市,东城区,东环街,行人事故,阴,城市次干道,白天,2,0,23.2,62.0,9.6,0.8,一般,0,0,6,2,simulation
192,2025-09-26 03:30:38,北京市,西城区,中西路,翻车,多云,支路,夜间有照明,0,0,15.6,55.0,19.0,0.6,轻微,0,0,9,5,simulation
193,2023-05-21 17:12:10,北京市,朝阳区,大北路,行人事故,阴,匝道,白天,2,0,16.6,32.0,13.7,0.8,一般,1,1,5,7,simulation
194,2024-06-21 17:04:19,北京市,大兴区,环北大道,刮擦,晴,城市次干道,白天,0,0,25.8,64.0,17.6,1.5,轻微,1,0,6,5,simulation
195,2025-03-13 16:28:16,北京市,海淀区,环环街,追尾,晴,城市次干道,白天,2,0,22.5,30.0,11.3,3.9,一般,0,0,3,4,simulation
196,2024-10-04 09:36:22,北京市,顺义区,新东路,追尾,阴,匝道,白天,1,0,24.5,53.0,9.1,1.2,轻微,1,0,10,5,simulation
197,2024-12-22 07:39:47,北京市,东城区,北南路,侧面碰撞,晴,匝道,白天,0,0,-2.0,59.0,18.7,7.0,轻微,1,1,12,7,simulation
198,2024-03-07 06:12:12,北京市,丰台区,北中环路,刮擦,多云,匝道,白天,0,0,23.1,56.0,11.0,0.3,轻微,0,0,3,4,simulation
199,2024-06-22 13:04:13,北京市,通州区,新东街,追尾,晴,匝道,白天,0,0,28.1,36.0,15.0,0.3,轻微,0,1,6,6,simulation
200,2023-05-27 07:09:00,北京市,丰台区,南大街,追尾,多云,城市主干道,白天,1,0,16.1,69.0,10.5,0.4,轻微,1,1,5,6,simulation
201,2025-02-14 17:48:03,北京市,石景山区,东中高速公路,侧面碰撞,多云,支路,白天,0,0,2.3,63.0,11.0,2.2,轻微,1,0,2,5,simulation
202,2024-05-24 07:20:32,北京市,昌平区,新南快速路,追尾,阴,匝道,白天,3,0,16.5,30.0,14.9,0.3,一般,1,0,5,5,simulation
203,2024-07-30 09:27:52,北京市,大兴区,北东快速路,行人事故,多云,城市主干道,白天,0,0,31.0,63.0,17.0,1.2,轻微,1,0,7,2,simulation
204,2025-12-16 15:35:56,北京市,海淀区,新中环路,追尾,晴,城市主干道,白天,3,0,-7.9,52.0,18.8,21.5,一般,0,0,12,2,simulation
205,2023-01-13 19:00:23,北京市,海淀区,大中快速路,追尾,雪,城市主干道,黄昏,0,0,-1.6,83.0,2.6,0.8,轻微,1,0,1,5,simulation
206,2024-09-17 19:09:23,北京市,丰台区,新南环路,刮擦,多云,城市主干道,黄昏,2,0,17.5,61.0,12.7,2.3,一般,1,0,9,2,simulation
207,2023-11-03 19:50:41,北京市,丰台区,大东大道,单车事故,晴,高速公路,黄昏,2,0,21.2,47.0,10.9,1.4,严重,1,0,11,5,simulation
208,2024-01-30 18:13:22,北京市,东城区,中西街,追尾,晴,城市主干道,黄昏,1,0,5.6,34.0,14.5,9.0,轻微,1,0,1,2,simulation
209,2024-09-26 09:30:34,北京市,通州区,新大环路,侧面碰撞,阴,高速公路,白天,1,0,16.8,32.0,10.9,2.6,轻微,1,0,9,4,simulation
210,2024-05-04 23:01:26,北京市,丰台区,新中快速路,侧面碰撞,多云,高速公路,夜间无照明,0,0,16.0,54.0,11.9,2.7,轻微,0,1,5,6,simulation
211,2023-03-01 08:22:44,北京市,大兴区,环新快速路,刮擦,多云,城市次干道,白天,1,1,17.5,64.0,12.8,0.4,严重,1,0,3,3,simulation
212,2025-09-12 05:33:34,北京市,通州区,北北环路,侧面碰撞,阴,匝道,夜间有照明,0,0,21.7,43.0,9.3,5.0,轻微,0,0,9,5,simulation
213,2025-09-30 08:12:01,北京市,海淀区,环西路,刮擦,小雨,高速公路,白天,0,0,11.9,49.0,6.3,3.7,轻微,1,0,9,2,simulation
214,2024-06-13 17:00:30,北京市,石景山区,新南高速公路,多车连环,多云,城市次干道,白天,1,0,24.7,67.0,9.2,2.9,严重,1,0,6,4,simulation
215,2025-05-21 11:25:41,北京市,通州区,东西大道,追尾,晴,匝道,白天,2,0,21.9,65.0,10.4,16.7,严重,0,0,5,3,simulation
216,2025-04-27 07:32:22,北京市,石景山区,北南快速路,单车事故,小雨,匝道,白天,1,0,17.8,48.0,5.6,9.0,轻微,1,1,4,7,simulation
217,2024-01-28 18:13:15,北京市,东城区,西东路,侧面碰撞,雾,匝道,黄昏,0,0,-0.6,84.0,2.5,18.9,轻微,1,1,1,7,simulation
218,2025-06-06 08:07:27,北京市,东城区,大北路,追尾,大雨,高速公路,白天,1,0,27.2,37.0,2.1,7.8,一般,1,0,6,5,simulation
219,2023-01-21 19:29:12,北京市,通州区,南西快速路,追尾,雾,高速公路,黄昏,1,0,-2.9,85.0,2.7,9.5,一般,1,1,1,6,simulation
220,2025-02-10 19:01:42,北京市,海淀区,新大街,单车事故,多云,城市次干道,黄昏,1,0,-4.8,44.0,16.2,3.9,一般,1,0,2,1,simulation
221,2023-03-18 09:22:29,北京市,通州区,大西快速路,追尾,阴,支路,白天,1,0,14.1,49.0,8.1,4.8,一般,1,1,3,6,simulation
222,2024-01-25 17:46:34,北京市,通州区,北中高速公路,侧面碰撞,雾,城市次干道,白天,2,0,-3.2,84.0,1.5,4.0,一般,1,0,1,4,simulation
223,2025-10-10 22:56:04,北京市,通州区,南西环路,刮擦,晴,城市主干道,夜间有照明,2,0,5.3,62.0,8.8,1.3,一般,0,0,10,5,simulation
224,2025-04-02 14:29:12,北京市,朝阳区,新新街,行人事故,阴,城市主干道,白天,0,0,22.8,41.0,15.5,1.2,轻微,0,0,4,3,simulation
225,2024-09-27 18:26:51,北京市,东城区,南西路,侧面碰撞,晴,高速公路,黄昏,0,0,19.3,59.0,11.9,4.6,轻微,1,0,9,5,simulation
226,2023-04-19 07:15:22,北京市,大兴区,东东高速公路,单车事故,晴,城市次干道,白天,0,0,21.7,65.0,8.5,9.0,轻微,1,0,4,3,simulation
227,2025-10-18 07:18:10,北京市,顺义区,环环街,翻车,多云,高速公路,白天,1,0,18.4,45.0,18.8,3.5,严重,1,1,10,6,simulation
228,2023-05-23 17:46:21,北京市,通州区,新大大道,多车连环,晴,高速公路,白天,3,0,16.9,42.0,19.3,2.2,一般,1,0,5,2,simulation
229,2023-04-14 08:03:23,北京市,丰台区,中中环路,行人事故,多云,匝道,白天,1,0,18.8,36.0,8.7,1.3,一般,1,0,4,5,simulation
230,2025-04-23 08:24:04,北京市,西城区,东中大道,追尾,晴,城市主干道,白天,1,0,13.1,40.0,16.6,3.3,轻微,1,0,4,3,simulation
231,2023-11-17 07:03:38,北京市,顺义区,大北街,追尾,阴,匝道,白天,3,0,18.1,37.0,14.3,0.2,一般,1,0,11,5,simulation
232,2024-02-22 19:28:05,北京市,东城区,中北街,侧面碰撞,多云,匝道,黄昏,2,0,-5.6,43.0,10.9,3.8,一般,1,0,2,4,simulation
233,2023-09-10 04:15:34,北京市,朝阳区,环中路,单车事故,多云,城市次干道,夜间有照明,0,0,23.3,50.0,17.8,2.8,轻微,0,1,9,7,simulation
234,2023-11-20 16:18:59,北京市,朝阳区,中南环路,行人事故,多云,支路,白天,0,0,17.9,38.0,11.6,1.1,轻微,0,0,11,1,simulation
235,2024-09-09 19:40:00,北京市,大兴区,新中大道,多车连环,多云,匝道,黄昏,2,0,26.9,44.0,9.6,3.2,一般,1,0,9,1,simulation
236,2023-09-06 07:46:11,北京市,海淀区,大西大道,追尾,多云,高速公路,白天,1,0,8.9,32.0,11.9,5.0,一般,1,0,9,3,simulation
237,2024-07-10 17:45:04,北京市,朝阳区,南北街,侧面碰撞,晴,高速公路,白天,1,0,26.9,46.0,13.6,1.0,一般,1,0,7,3,simulation
238,2024-07-06 19:40:36,北京市,海淀区,北东环路,单车事故,大雨,支路,黄昏,1,0,29.5,49.0,1.4,0.4,一般,1,1,7,6,simulation
239,2024-06-26 00:59:10,北京市,昌平区,西西大道,单车事故,多云,城市次干道,夜间无照明,1,0,27.3,66.0,18.5,0.1,一般,0,0,6,3,simulation
240,2025-10-16 07:38:21,北京市,东城区,南南路,刮擦,阴,城市主干道,白天,0,0,13.6,37.0,12.6,3.3,轻微,1,0,10,4,simulation
241,2024-08-08 18:33:12,北京市,海淀区,中环高速公路,行人事故,晴,城市次干道,黄昏,3,0,27.0,47.0,10.3,0.5,一般,1,0,8,4,simulation
242,2023-09-02 08:06:18,北京市,海淀区,环东快速路,追尾,多云,城市主干道,白天,0,0,11.5,37.0,16.5,2.9,轻微,1,1,9,6,simulation
243,2025-01-19 08:45:52,北京市,昌平区,西中路,行人事故,阴,高速公路,白天,0,0,-0.7,50.0,17.1,4.8,轻微,1,1,1,7,simulation
244,2023-11-15 17:56:21,北京市,西城区,大南路,行人事故,晴,支路,白天,0,0,16.3,67.0,14.3,2.1,轻微,1,0,11,3,simulation
245,2025-06-13 17:56:28,北京市,通州区,西东快速路,追尾,晴,城市主干道,白天,1,0,25.0,50.0,19.3,9.0,一般,1,0,6,5,simulation
246,2024-07-15 17:27:56,北京市,大兴区,东中高速公路,侧面碰撞,晴,支路,白天,1,0,30.3,47.0,11.1,2.1,一般,1,0,7,1,simulation
247,2023-11-11 14:36:22,北京市,石景山区,环环快速路,追尾,晴,城市主干道,白天,0,0,16.6,52.0,20.0,1.0,轻微,0,1,11,6,simulation
248,2024-02-10 23:11:43,北京市,海淀区,南西高速公路,侧面碰撞,多云,城市次干道,夜间无照明,0,0,-2.8,44.0,12.8,6.7,轻微,0,1,2,6,simulation
249,2025-11-25 18:57:21,北京市,通州区,东西路,翻车,晴,城市次干道,黄昏,1,0,8.0,37.0,14.4,1.7,一般,1,0,11,2,simulation
250,2024-03-16 02:24:37,北京市,西城区,大西路,侧面碰撞,阴,匝道,夜间有照明,0,0,21.4,41.0,17.6,2.4,轻微,0,1,3,6,simulation
251,2023-10-19 14:30:53,北京市,石景山区,新新快速路,行人事故,多云,匝道,白天,3,0,16.3,33.0,18.9,0.0,严重,0,0,10,4,simulation
252,2025-08-29 07:57:50,北京市,通州区,中东大道,侧面碰撞,多云,匝道,白天,0,0,34.1,42.0,15.7,0.1,轻微,1,0,8,5,simulation
253,2025-07-24 04:41:58,北京市,顺义区,环大环路,侧面碰撞,晴,高速公路,夜间有照明,1,1,28.0,69.0,13.1,1.9,严重,0,0,7,4,simulation
254,2024-04-12 18:43:43,北京市,东城区,大环大道,追尾,多云,支路,黄昏,1,0,19.5,33.0,11.5,7.1,一般,1,0,4,5,simulation
255,2023-03-27 20:55:13,北京市,朝阳区,南中快速路,追尾,多云,匝道,夜间有照明,1,0,14.0,55.0,16.8,5.6,一般,0,0,3,1,simulation
256,2023-10-17 18:14:17,北京市,大兴区,中环高速公路,多车连环,小雨,匝道,黄昏,0,0,15.0,67.0,4.0,6.4,轻微,1,0,10,2,simulation
257,2025-08-01 09:22:56,北京市,通州区,西新高速公路,侧面碰撞,晴,高速公路,白天,2,0,26.5,33.0,8.9,5.1,一般,1,0,8,5,simulation
258,2025-10-09 18:15:58,北京市,大兴区,环新街,刮擦,晴,城市次干道,黄昏,0,0,13.7,58.0,8.3,4.3,轻微,1,0,10,4,simulation
259,2023-01-09 08:30:13,北京市,西城区,西西大道,侧面碰撞,阴,支路,白天,0,0,-9.5,31.0,8.7,6.0,轻微,1,0,1,1,simulation
260,2024-09-20 08:26:21,北京市,石景山区,中西路,侧面碰撞,多云,匝道,白天,2,0,18.0,65.0,9.3,1.0,严重,1,0,9,5,simulation
261,2023-05-09 19:04:20,北京市,丰台区,新中大道,侧面碰撞,小雨,高速公路,黄昏,0,0,28.3,31.0,5.5,3.4,轻微,1,0,5,2,simulation
262,2025-09-25 06:44:36,北京市,朝阳区,北环路,侧面碰撞,晴,高速公路,白天,3,1,13.5,37.0,10.4,6.6,严重,0,0,9,4,simulation
263,2025-08-12 17:46:24,北京市,大兴区,中新环路,侧面碰撞,大雨,城市次干道,白天,0,0,29.0,53.0,1.4,0.8,轻微,1,0,8,2,simulation
264,2023-10-12 05:01:54,北京市,西城区,东环路,行人事故,晴,城市次干道,夜间有照明,1,0,9.1,37.0,10.8,2.8,轻微,0,0,10,4,simulation
265,2024-08-21 17:08:55,北京市,昌平区,北东大道,单车事故,晴,支路,白天,1,0,29.9,43.0,12.4,2.3,一般,1,0,8,3,simulation
266,2024-10-25 17:22:28,北京市,大兴区,东西高速公路,侧面碰撞,小雨,城市主干道,白天,1,0,10.9,41.0,6.8,0.0,轻微,1,0,10,5,simulation
267,2025-04-21 19:21:33,北京市,顺义区,北西路,追尾,晴,高速公路,黄昏,0,0,12.6,66.0,9.4,4.0,轻微,1,0,4,1,simulation
268,2023-03-17 19:14:08,北京市,昌平区,南南街,追尾,晴,匝道,黄昏,0,0,17.1,59.0,12.7,3.6,轻微,1,0,3,5,simulation
269,2025-01-19 08:44:50,北京市,通州区,东北大道,侧面碰撞,晴,支路,白天,3,1,2.6,63.0,14.2,3.5,严重,1,1,1,7,simulation
270,2023-08-17 07:20:14,北京市,通州区,北大环路,追尾,晴,高速公路,白天,0,0,25.1,66.0,15.6,0.0,轻微,1,0,8,4,simulation
271,2025-02-03 18:29:22,北京市,海淀区,西东高速公路,刮擦,晴,支路,黄昏,0,0,5.7,66.0,8.1,6.7,轻微,1,0,2,1,simulation
272,2023-03-18 09:24:13,北京市,海淀区,南南街,侧面碰撞,晴,支路,白天,0,0,10.4,55.0,17.8,1.8,轻微,1,1,3,6,simulation
273,2025-09-06 18:14:11,北京市,丰台区,北新高速公路,刮擦,多云,匝道,黄昏,0,0,25.0,51.0,18.6,10.3,轻微,1,1,9,6,simulation
274,2024-05-29 18:26:41,北京市,丰台区,南西环路,行人事故,晴,城市主干道,黄昏,0,0,22.2,45.0,13.7,1.0,轻微,1,0,5,3,simulation
275,2024-02-17 21:44:32,北京市,东城区,北环快速路,追尾,多云,支路,夜间有照明,0,0,11.7,33.0,13.2,2.1,轻微,0,1,2,6,simulation
276,2023-04-24 16:11:47,北京市,西城区,新东环路,侧面碰撞,晴,城市次干道,白天,0,0,19.4,31.0,12.7,0.5,轻微,0,0,4,1,simulation
277,2025-06-23 07:58:06,北京市,海淀区,新大路,刮擦,晴,高速公路,白天,1,0,26.8,55.0,19.3,3.4,严重,1,0,6,1,simulation
278,2024-06-19 22:30:47,北京市,顺义区,中大环路,行人事故,阴,支路,夜间有照明,3,0,28.0,47.0,19.7,0.6,一般,0,0,6,3,simulation
279,2023-02-01 23:10:39,北京市,丰台区,新东街,追尾,晴,城市次干道,夜间无照明,1,0,-0.7,65.0,17.0,3.1,轻微,0,0,2,3,simulation
280,2025-04-13 20:55:03,北京市,丰台区,南南环路,刮擦,晴,匝道,夜间有照明,0,0,16.9,61.0,9.3,0.2,轻微,0,1,4,7,simulation
281,2024-09-08 21:39:19,北京市,通州区,大新街,追尾,晴,匝道,夜间无照明,2,0,19.7,60.0,10.8,0.1,一般,0,1,9,7,simulation
282,2024-08-20 18:06:44,北京市,西城区,西南环路,刮擦,晴,匝道,黄昏,0,0,23.7,59.0,9.6,1.0,轻微,1,0,8,2,simulation
283,2023-12-22 18:08:18,北京市,朝阳区,南中街,行人事故,晴,城市主干道,黄昏,0,0,-4.2,57.0,16.2,0.6,轻微,1,0,12,5,simulation
284,2023-07-11 07:16:05,北京市,通州区,新新街,追尾,阴,城市主干道,白天,0,0,23.2,55.0,12.5,2.2,轻微,1,0,7,2,simulation
285,2023-03-23 10:03:39,北京市,丰台区,中环路,刮擦,多云,匝道,白天,0,0,22.5,66.0,15.4,4.8,轻微,0,0,3,4,simulation
286,2024-11-29 18:29:40,北京市,东城区,东东环路,侧面碰撞,多云,匝道,黄昏,1,0,20.2,65.0,8.5,0.5,一般,1,0,11,5,simulation
287,2024-11-18 04:24:04,北京市,海淀区,环环大道,追尾,多云,高速公路,夜间无照明,0,0,15.2,61.0,15.2,0.9,轻微,0,0,11,1,simulation
288,2025-07-10 19:13:41,北京市,大兴区,东北大道,侧面碰撞,晴,支路,黄昏,0,0,24.9,55.0,18.8,0.5,轻微,1,0,7,4,simulation
289,2025-01-24 04:05:59,北京市,大兴区,南新大道,追尾,雾,城市次干道,夜间有照明,1,0,2.4,75.0,1.7,2.7,轻微,0,0,1,5,simulation
290,2024-10-29 09:46:19,北京市,朝阳区,大环环路,单车事故,晴,匝道,白天,1,0,27.0,63.0,10.2,0.4,一般,1,0,10,2,simulation
291,2025-06-08 07:08:22,北京市,东城区,新新高速公路,行人事故,雷阵雨,城市主干道,白天,3,0,29.6,34.0,3.5,1.5,严重,1,1,6,7,simulation
292,2024-07-27 07:20:14,北京市,昌平区,东中路,单车事故,晴,匝道,白天,1,0,27.8,46.0,9.5,5.8,轻微,1,1,7,6,simulation
293,2025-10-12 19:54:03,北京市,西城区,西北快速路,追尾,小雨,匝道,黄昏,0,0,31.4,64.0,7.0,3.4,轻微,1,1,10,7,simulation
294,2023-06-15 09:33:52,北京市,朝阳区,东西快速路,行人事故,多云,匝道,白天,2,0,34.1,68.0,19.7,0.1,一般,1,0,6,4,simulation
295,2025-02-20 09:37:54,北京市,顺义区,南中快速路,侧面碰撞,晴,支路,白天,1,0,-2.1,57.0,10.5,11.7,轻微,1,0,2,4,simulation
296,2024-10-09 17:04:45,北京市,通州区,大西大道,刮擦,晴,城市次干道,白天,0,0,16.4,49.0,17.1,13.9,轻微,1,0,10,3,simulation
297,2024-01-19 09:25:38,北京市,西城区,环东环路,侧面碰撞,阴,支路,白天,0,0,-0.0,41.0,16.1,2.0,轻微,1,0,1,5,simulation
298,2024-06-12 11:57:02,北京市,海淀区,东西高速公路,追尾,晴,高速公路,白天,3,0,30.8,63.0,10.4,1.2,一般,0,0,6,3,simulation
299,2025-12-02 18:53:08,北京市,通州区,东南大道,侧面碰撞,晴,支路,黄昏,0,0,0.0,55.0,17.5,3.8,轻微,1,0,12,2,simulation
300,2023-09-20 17:39:15,北京市,顺义区,中东快速路,行人事故,阴,城市主干道,白天,1,0,13.0,44.0,13.4,4.0,轻微,1,0,9,3,simulation
301,2025-07-03 14:52:12,北京市,顺义区,大大大道,刮擦,大雨,城市主干道,白天,0,0,32.6,46.0,2.9,2.3,轻微,0,0,7,4,simulation
302,2024-12-05 09:59:56,北京市,顺义区,南西街,刮擦,多云,支路,白天,2,0,-0.4,57.0,15.4,1.0,一般,1,0,12,4,simulation
303,2023-09-26 08:36:01,北京市,朝阳区,西大街,追尾,多云,匝道,白天,1,0,22.0,58.0,18.1,1.0,一般,1,0,9,2,simulation
304,2024-02-01 19:32:55,北京市,朝阳区,大南高速公路,侧面碰撞,多云,城市主干道,黄昏,0,0,-9.3,56.0,16.1,6.1,轻微,1,0,2,4,simulation
305,2025-05-20 09:49:56,北京市,海淀区,西中路,刮擦,多云,高速公路,白天,1,0,15.4,46.0,9.1,1.5,一般,1,0,5,2,simulation
306,2025-03-04 08:55:17,北京市,海淀区,大东街,侧面碰撞,阴,高速公路,白天,1,0,16.9,52.0,11.6,3.1,轻微,1,0,3,2,simulation
307,2023-10-05 19:45:08,北京市,大兴区,中大高速公路,刮擦,阴,匝道,黄昏,0,0,17.6,37.0,10.5,2.6,轻微,1,0,10,4,simulation
308,2025-12-06 07:11:08,北京市,东城区,中南高速公路,追尾,雾,匝道,白天,4,1,-0.3,92.0,2.4,3.2,严重,1,1,12,6,simulation
309,2025-05-11 05:22:40,北京市,西城区,大大环路,行人事故,晴,高速公路,夜间无照明,0,0,16.1,49.0,15.8,0.6,轻微,0,1,5,7,simulation
310,2023-09-26 21:03:06,北京市,昌平区,中东高速公路,单车事故,多云,支路,夜间有照明,0,0,14.1,57.0,17.5,5.1,轻微,0,0,9,2,simulation
311,2023-02-08 07:24:55,北京市,大兴区,北新路,翻车,多云,城市主干道,白天,1,0,9.4,54.0,15.9,0.4,轻微,1,0,2,3,simulation
312,2024-02-16 07:12:35,北京市,朝阳区,南北大道,翻车,多云,匝道,白天,1,0,2.3,33.0,8.2,3.5,一般,1,0,2,5,simulation
313,2023-10-12 21:49:32,北京市,丰台区,中西街,侧面碰撞,晴,城市主干道,夜间有照明,0,0,6.6,50.0,11.0,2.2,轻微,0,0,10,4,simulation
314,2024-04-22 19:37:38,北京市,东城区,新中快速路,追尾,晴,高速公路,黄昏,0,0,21.0,32.0,16.2,1.2,轻微,1,0,4,1,simulation
315,2024-02-06 18:40:46,北京市,通州区,环新大道,单车事故,雪,城市主干道,黄昏,0,0,2.4,83.0,2.6,1.4,轻微,1,0,2,2,simulation
316,2024-12-14 21:09:03,北京市,石景山区,大南大道,刮擦,雾,支路,夜间有照明,3,0,-0.8,75.0,0.7,2.7,一般,0,1,12,6,simulation
