事故ID,事故时间,所在区域,道路类型,事故类型,天气情况,受伤人数,死亡人数,温度(℃),湿度(%),能见度(km),风速(m/s),事故等级
233,2024-06-05 10:48:10.783286328,海淀区,高速公路,侧碰,雨天,1,1,21.0,25,0.4,3.8,轻微
234,2021-09-30 18:53:39.136121608,丰台区,城市主干道,侧碰,雾天,3,1,31.8,36,7.8,7.0,一般
235,2022-04-10 14:44:04.518659864,石景山区,支路,侧碰,雾天,3,1,-0.7,54,12.6,6.5,轻微
236,2022-07-11 18:51:20.882296224,石景山区,城市次干道,侧碰,晴天,4,0,19.6,59,13.3,3.7,轻微
237,2023-01-13 05:22:51.071315128,石景山区,城市次干道,追尾,雪天,1,1,14.4,29,15.3,3.3,一般
238,2021-09-01 09:38:37.245932588,石景山区,城市次干道,刮擦,晴天,1,1,3.3,45,16.6,17.8,轻微
239,2021-06-11 15:12:26.768884882,丰台区,高速公路,侧碰,雨天,0,0,-1.4,74,18.0,16.9,轻微
240,2025-01-17 05:24:17.479955992,东城区,城市主干道,追尾,雾天,4,0,11.6,32,1.2,5.3,轻微
241,2025-04-13 22:06:46.534861480,海淀区,支路,多车连环,雾天,4,1,13.6,30,13.3,7.8,轻微
242,2024-03-23 17:06:21.692377224,朝阳区,城市主干道,追尾,雨天,2,1,1.7,26,10.5,15.8,轻微
243,2021-11-23 19:30:13.915599556,东城区,城市主干道,侧碰,雪天,3,1,-4.0,26,20.0,17.5,轻微
244,2024-01-07 18:50:37.677975784,西城区,城市主干道,单车事故,阴天,0,0,20.8,63,4.7,18.3,轻微
245,2025-10-25 20:25:14.725680568,石景山区,城市主干道,追尾,雾天,2,0,17.2,39,4.8,16.4,一般
246,2024-02-10 21:59:08.569064904,西城区,支路,追尾,阴天,3,1,19.4,36,18.4,18.7,一般
247,2025-02-21 15:12:35.409748968,西城区,高速公路,刮擦,晴天,4,0,4.5,49,10.6,3.7,轻微
248,2021-03-26 19:02:34.869694964,海淀区,高速公路,刮擦,雨天,2,1,4.7,23,4.2,2.2,轻微
249,2025-03-02 09:28:15.103718360,西城区,高速公路,追尾,雪天,1,1,21.7,90,10.2,9.5,轻微
250,2021-10-20 11:58:53.447552748,西城区,高速公路,侧碰,雪天,0,1,-4.7,24,13.6,17.0,轻微
251,2021-06-04 12:22:13.267534748,石景山区,高速公路,多车连环,阴天,4,0,35.3,39,10.5,1.5,轻微
252,2023-03-28 07:50:19.316139608,海淀区,支路,单车事故,晴天,0,1,38.6,36,7.3,6.5,一般
253,2025-11-13 15:36:21.152323224,东城区,高速公路,刮擦,阴天,2,1,14.9,38,11.4,15.4,轻微
254,2022-12-27 10:22:49.991207112,西城区,高速公路,追尾,雪天,4,1,27.6,94,1.3,16.5,轻微
255,2025-09-19 12:42:48.911099096,海淀区,城市次干道,多车连环,阴天,2,0,11.9,89,10.6,9.3,轻微
256,2024-09-29 17:08:31.305338536,朝阳区,城市主干道,侧碰,阴天,4,0,0.5,71,13.9,5.6,轻微
257,2022-06-25 04:14:09.379145912,海淀区,支路,单车事故,雾天,3,0,-5.5,38,2.7,10.8,轻微
258,2021-12-17 17:20:28.497057700,西城区,城市次干道,刮擦,晴天,4,0,8.7,25,17.3,2.3,轻微
259,2021-06-02 12:11:07.921000094,西城区,支路,侧碰,阴天,2,0,-6.7,75,10.6,19.7,一般
260,2025-01-30 17:33:26.174825480,朝阳区,城市主干道,多车连环,雾天,4,0,4.9,27,1.7,18.0,一般
261,2025-10-12 21:24:34.761684152,西城区,城市主干道,刮擦,雾天,4,0,4.5,67,19.1,16.7,一般
262,2023-10-29 21:08:09.703178312,东城区,高速公路,单车事故,阴天,1,1,4.3,61,2.2,5.9,轻微
263,2025-09-27 00:18:41.566364632,东城区,高速公路,单车事故,雾天,1,0,36.4,57,5.5,19.0,轻微
264,2024-12-27 10:02:05.706778680,海淀区,城市主干道,侧碰,雪天,3,1,16.4,56,18.9,10.5,轻微
265,2024-05-11 19:26:37.893997400,海淀区,城市主干道,刮擦,雪天,4,1,-4.5,57,18.9,6.9,轻微
266,2021-04-20 06:01:18.182026197,石景山区,高速公路,多车连环,雾天,4,0,33.9,22,10.5,9.2,轻微
267,2021-11-30 00:26:19.532161212,海淀区,城市主干道,侧碰,雾天,3,0,-1.5,85,2.5,7.1,一般
268,2023-10-12 21:45:19.046112600,石景山区,城市次干道,单车事故,雾天,4,0,35.6,81,16.6,9.7,轻微
269,2022-02-13 09:33:34.815689564,朝阳区,城市次干道,侧碰,晴天,3,0,11.2,77,2.5,1.5,轻微
270,2025-08-08 13:12:46.210829080,石景山区,支路,刮擦,阴天,3,1,30.0,75,9.0,17.9,轻微
271,2024-11-24 22:19:01.008308824,西城区,城市主干道,多车连环,雾天,4,0,17.8,82,1.5,2.6,轻微
272,2021-12-14 19:15:15.265734568,丰台区,高速公路,多车连环,阴天,2,1,-8.8,26,10.6,13.0,轻微
273,2023-10-25 12:00:19.856193608,西城区,城市次干道,多车连环,雪天,2,0,-4.3,67,1.1,15.8,轻微
274,2024-07-18 12:35:10.945302520,海淀区,城市主干道,单车事故,阴天,1,1,-0.6,80,2.4,0.4,轻微
275,2024-02-27 03:50:40.918299832,东城区,城市次干道,刮擦,阴天,1,1,8.1,41,3.7,1.7,轻微
276,2022-08-15 15:31:10.081216112,石景山区,城市主干道,追尾,晴天,3,1,14.0,53,10.1,11.5,一般
277,2022-03-10 18:26:26.012809272,东城区,城市主干道,刮擦,雪天,3,1,29.9,90,14.4,19.5,一般
278,2023-05-12 01:02:45.670775064,丰台区,城市主干道,侧碰,雨天,0,0,37.6,21,8.1,11.8,轻微
279,2025-10-14 17:12:50.531261112,朝阳区,高速公路,刮擦,雪天,0,0,32.4,92,5.4,1.9,轻微
280,2024-01-04 07:36:55.715779576,丰台区,城市次干道,单车事故,雾天,2,0,30.2,66,8.5,6.9,轻微
281,2023-02-25 02:47:01.656373632,西城区,高速公路,追尾,晴天,1,1,15.5,50,4.3,5.0,严重
282,2022-06-11 11:42:11.107318728,西城区,城市主干道,追尾,雾天,4,1,5.2,76,17.3,8.1,轻微
283,2022-08-10 17:14:51.503358328,朝阳区,高速公路,刮擦,阴天,3,0,38.8,40,15.0,15.5,轻微
284,2023-01-16 07:50:53.879595952,东城区,支路,追尾,晴天,0,1,27.4,31,9.1,17.6,一般
285,2022-10-26 00:16:14.671675160,丰台区,城市主干道,刮擦,阴天,0,1,4.6,53,6.0,5.1,轻微
286,2025-06-14 10:19:13.969604952,朝阳区,支路,多车连环,雪天,3,1,11.7,82,14.7,17.3,轻微
287,2023-01-20 08:13:04.572665264,丰台区,城市次干道,追尾,晴天,4,1,11.7,24,17.0,3.0,轻微
288,2021-05-27 11:37:51.881396134,丰台区,支路,追尾,阴天,2,0,24.1,22,9.6,19.2,轻微
289,2025-06-18 19:27:03.816589656,朝阳区,高速公路,单车事故,雨天,4,0,30.9,75,1.5,12.4,轻微
290,2023-06-29 23:00:12.295437544,丰台区,高速公路,单车事故,雪天,4,1,17.8,55,13.6,9.1,轻微
291,2021-01-13 12:23:22.394447439,海淀区,城市主干道,单车事故,阴天,4,0,7.1,58,6.0,17.3,轻微
292,2025-06-30 03:02:17.587966792,朝阳区,高速公路,刮擦,晴天,2,1,3.3,51,18.2,18.0,轻微
293,2024-10-25 15:09:51.233331320,朝阳区,高速公路,侧碰,雨天,4,0,18.2,79,12.8,12.3,轻微
294,2021-10-06 23:49:44.752683264,海淀区,高速公路,多车连环,雪天,0,0,24.3,55,10.0,15.2,轻微
295,2022-05-13 19:58:27.524960488,海淀区,高速公路,单车事故,雾天,1,1,-9.7,57,19.8,5.5,一般
296,2022-07-29 11:45:29.847192712,丰台区,城市主干道,追尾,雨天,3,0,7.8,65,11.0,18.3,轻微
297,2023-07-01 23:11:17.641972184,朝阳区,支路,追尾,晴天,2,1,33.7,33,19.9,8.2,轻微
298,2022-02-25 10:40:06.894897484,石景山区,支路,侧碰,雪天,2,1,38.4,76,16.9,5.7,轻微
299,2021-01-19 08:33:48.857093703,西城区,高速公路,单车事故,阴天,3,0,18.3,27,5.1,3.8,轻微
300,2023-09-16 23:43:59.118119800,西城区,城市次干道,追尾,雪天,0,1,21.6,76,17.9,4.1,一般
301,2023-05-07 07:09:16.669874984,朝阳区,城市次干道,单车事故,雨天,2,1,39.4,92,17.4,2.9,一般
302,2024-11-21 02:19:39.892197208,石景山区,城市次干道,刮擦,阴天,1,1,6.2,47,16.4,15.5,一般
303,2021-08-06 16:00:06.894897484,东城区,城市主干道,追尾,晴天,4,1,-1.8,43,2.2,2.5,轻微
304,2025-11-24 01:17:27.038911896,东城区,高速公路,多车连环,晴天,2,0,8.9,28,11.6,11.7,轻微
305,2025-04-20 11:48:31.305338520,西城区,高速公路,追尾,晴天,1,0,9.6,54,12.2,16.4,一般
306,2022-07-29 20:31:09.001108104,海淀区,高速公路,追尾,晴天,4,0,-1.6,73,1.6,18.5,轻微
307,2023-05-04 17:49:42.592467240,朝阳区,城市主干道,追尾,晴天,4,0,5.6,78,1.8,19.5,轻微
308,2024-06-13 20:18:11.323340328,丰台区,城市次干道,多车连环,阴天,3,1,24.8,38,12.3,8.3,一般
309,2021-11-24 08:38:42.646472640,海淀区,高速公路,多车连环,雨天,3,1,36.8,92,7.5,2.9,一般
310,2023-07-06 08:19:07.488956888,西城区,城市次干道,侧碰,阴天,1,1,35.4,57,2.9,5.1,轻微
311,2022-02-24 12:45:59.010109004,东城区,高速公路,刮擦,雪天,2,1,19.7,50,2.1,12.6,轻微
312,2021-04-07 11:23:27.794987493,东城区,支路,刮擦,雾天,2,1,20.0,25,8.4,4.9,一般
313,2021-05-13 10:20:14.455653560,东城区,城市次干道,侧碰,晴天,3,1,31.2,87,14.7,0.8,轻微
314,2025-06-26 20:11:25.202728264,石景山区,城市主干道,侧碰,晴天,3,0,26.6,75,12.2,2.9,轻微
315,2021-06-18 22:25:29.847192714,西城区,城市主干道,单车事故,雨天,2,0,34.2,24,11.8,17.8,轻微
316,2023-09-15 12:41:22.502458248,西城区,城市次干道,多车连环,雾天,3,0,18.1,27,4.6,18.4,轻微
317,2024-12-19 13:40:33.897597752,东城区,支路,刮擦,阴天,3,1,37.8,27,12.0,2.7,轻微
318,2022-12-26 16:51:31.683376328,东城区,高速公路,多车连环,雨天,1,1,-7.8,91,16.6,1.8,轻微
319,2025-11-23 16:31:47.884996504,丰台区,城市次干道,单车事故,雨天,2,1,31.1,21,18.2,13.9,轻微
320,2023-04-27 14:59:29.091117112,丰台区,城市次干道,单车事故,雪天,3,0,18.8,28,14.3,6.9,一般
321,2024-07-19 10:29:18.830091000,丰台区,城市主干道,单车事故,晴天,4,0,-3.3,28,16.1,16.7,一般
322,2021-11-15 01:14:34.221630156,西城区,高速公路,追尾,阴天,2,0,-4.8,74,1.2,10.0,一般
323,2025-11-18 00:44:10.999307928,海淀区,支路,多车连环,阴天,4,1,-7.9,63,5.5,12.6,轻微
324,2024-03-04 21:55:15.265734568,西城区,城市次干道,侧碰,晴天,4,0,14.0,72,3.0,16.0,严重
325,2024-09-09 10:54:48.263034296,石景山区,高速公路,侧碰,雾天,3,0,-5.7,72,19.2,11.8,严重
326,2025-04-27 14:38:44.806688664,丰台区,城市次干道,刮擦,晴天,3,0,3.6,63,12.6,2.1,轻微
327,2023-11-30 02:11:27.362944296,丰台区,高速公路,刮擦,阴天,0,0,20.4,33,17.6,11.1,轻微
328,2024-06-27 04:04:30.441252120,海淀区,支路,追尾,雾天,4,0,37.3,55,4.9,18.6,轻微
329,2025-02-05 18:06:42.214429432,海淀区,城市次干道,多车连环,阴天,4,0,26.9,61,0.7,9.7,轻微
330,2021-10-05 17:09:57.713979392,海淀区,城市主干道,单车事故,雨天,3,0,33.3,26,0.8,1.3,轻微
331,2023-04-06 10:51:38.164024400,石景山区,高速公路,多车连环,雪天,1,1,6.7,83,10.3,6.5,轻微
332,2022-01-08 19:22:27.308938888,西城区,高速公路,刮擦,晴天,0,1,5.9,60,8.4,14.8,一般
333,2024-01-02 07:25:50.369244920,丰台区,城市主干道,多车连环,晴天,1,1,-7.4,56,18.0,10.7,轻微
334,2023-07-27 03:41:19.262134200,朝阳区,城市主干道,侧碰,阴天,3,1,36.3,42,7.6,6.1,轻微
335,2023-04-16 11:47:04.896697664,西城区,高速公路,追尾,晴天,1,1,6.5,54,18.1,14.5,轻微
336,2025-07-28 10:00:22.016409640,西城区,支路,追尾,雨天,3,0,3.0,43,7.5,17.7,轻微
337,2025-02-26 13:28:53.987606760,丰台区,支路,追尾,晴天,2,1,5.3,88,0.3,19.7,轻微
338,2022-12-20 03:09:46.912899288,朝阳区,城市主干道,侧碰,阴天,0,1,33.4,21,3.1,12.1,轻微
339,2022-11-08 16:48:12.943502344,石景山区,城市次干道,追尾,雾天,0,0,-3.1,72,1.3,10.3,轻微
340,2022-05-19 07:23:14.833691360,石景山区,高速公路,刮擦,阴天,3,1,22.1,34,15.1,13.6,轻微
341,2025-06-24 20:00:19.856193608,朝阳区,城市次干道,侧碰,雾天,1,0,26.1,26,14.2,7.2,轻微
342,2021-09-03 18:35:21.746382632,朝阳区,支路,多车连环,雨天,1,1,34.2,23,0.2,14.3,轻微
343,2024-12-17 00:20:59.820190008,西城区,支路,侧碰,雾天,4,1,10.4,25,12.0,0.2,轻微
344,2024-03-16 14:16:08.191027096,朝阳区,高速公路,单车事故,雨天,1,1,7.3,88,19.2,8.1,轻微
345,2022-11-26 14:05:11.485356528,石景山区,城市次干道,追尾,雾天,4,1,4.7,76,18.6,10.0,严重
346,2023-08-16 01:09:23.150523048,朝阳区,城市次干道,多车连环,阴天,3,0,14.1,46,19.6,9.7,轻微
347,2023-02-11 05:52:13.807588752,石景山区,高速公路,侧碰,阴天,4,1,34.3,85,14.9,3.8,一般
348,2023-04-20 20:54:54.743682360,海淀区,高速公路,侧碰,雪天,3,0,13.2,85,8.7,4.2,轻微
349,2025-05-06 04:31:34.923700360,东城区,高速公路,单车事故,雨天,0,1,-6.3,58,19.0,16.3,轻微
350,2025-11-20 09:40:55.499757976,丰台区,城市次干道,单车事故,阴天,4,1,-5.8,32,0.5,13.0,轻微
351,2024-07-13 09:56:02.790487048,石景山区,支路,侧碰,雪天,4,1,-5.9,91,14.0,4.0,一般
352,2022-08-01 18:36:22.232431240,东城区,城市主干道,多车连环,雨天,3,1,22.2,73,5.5,0.6,一般
353,2023-01-21 10:30:02.034411432,丰台区,高速公路,刮擦,阴天,3,0,19.2,54,18.3,6.2,严重
354,2022-04-29 01:09:31.791387136,丰台区,高速公路,追尾,雨天,0,1,6.1,89,2.0,15.9,严重
355,2023-01-03 21:58:42.646472640,海淀区,支路,单车事故,阴天,2,1,-5.1,42,0.7,2.4,轻微
356,2021-10-07 12:58:13.483556352,东城区,支路,侧碰,晴天,2,1,11.0,51,7.5,16.0,轻微
357,2021-04-17 21:04:33.681576152,丰台区,城市次干道,侧碰,晴天,4,1,0.4,64,7.8,9.9,轻微
358,2021-06-10 17:18:18.884096404,石景山区,高速公路,单车事故,雾天,4,1,7.4,61,10.8,16.6,轻微
359,2021-04-27 22:00:00.414249420,朝阳区,城市主干道,多车连环,雪天,0,1,22.5,87,11.8,15.7,一般
360,2023-07-14 17:49:08.029010888,西城区,高速公路,单车事故,雪天,2,0,22.7,83,18.2,12.6,一般
361,2024-10-11 00:43:45.076715672,丰台区,城市主干道,刮擦,雪天,4,1,11.5,82,5.4,10.1,一般
362,2023-03-17 13:23:34.275635560,海淀区,支路,追尾,晴天,4,0,8.2,94,6.2,11.1,一般
363,2025-10-26 22:42:12.187426744,石景山区,城市次干道,侧碰,阴天,4,1,21.8,40,10.3,17.8,轻微
364,2023-05-19 17:01:27.902998296,石景山区,支路,追尾,雪天,4,1,26.9,43,18.1,1.3,一般
365,2024-03-08 13:31:46.804888488,石景山区,高速公路,侧碰,雪天,0,0,6.9,82,19.8,16.4,轻微
366,2021-04-18 18:58:41.566364631,海淀区,城市主干道,追尾,雾天,1,0,21.3,45,14.6,1.9,严重
367,2024-01-16 17:29:06.948902888,朝阳区,城市次干道,刮擦,雪天,2,1,15.2,29,15.9,7.9,轻微
368,2023-04-27 23:45:08.245032504,海淀区,城市次干道,单车事故,雨天,1,1,15.6,81,12.1,14.2,一般
369,2023-08-10 09:21:46.264834472,石景山区,城市主干道,侧碰,阴天,2,1,29.5,26,10.2,5.7,一般
370,2025-03-16 23:54:21.260334024,海淀区,城市次干道,追尾,雪天,1,0,-6.6,69,0.7,6.8,轻微
371,2025-07-01 05:19:15.049712968,石景山区,支路,多车连环,雾天,4,1,4.3,45,18.0,1.9,轻微
372,2024-06-10 13:27:18.938101800,朝阳区,高速公路,刮擦,雨天,4,0,38.5,41,5.0,0.4,轻微
373,2024-06-17 03:09:03.708578856,西城区,支路,侧碰,晴天,0,0,19.1,20,19.1,19.0,一般
374,2022-09-08 22:07:03.816589656,丰台区,城市次干道,单车事故,雪天,2,1,-4.2,94,16.1,8.7,轻微
375,2023-02-20 04:30:43.078515848,朝阳区,城市次干道,单车事故,雨天,4,1,17.9,34,7.8,10.0,轻微
376,2024-10-23 23:44:25.040712072,海淀区,高速公路,多车连环,晴天,4,0,4.1,92,2.9,11.1,轻微
377,2025-09-12 09:52:35.409748984,朝阳区,支路,侧碰,阴天,2,1,34.0,77,16.7,2.7,一般
378,2024-09-22 01:09:49.073115304,石景山区,城市主干道,刮擦,雪天,1,1,16.2,85,7.4,19.6,轻微
379,2024-07-16 08:01:16.021810168,西城区,城市次干道,刮擦,晴天,4,1,35.5,61,11.3,19.2,轻微
380,2024-11-25 07:04:40.162224216,海淀区,支路,刮擦,雨天,1,1,31.6,48,16.2,5.6,轻微
381,2022-07-24 09:06:21.692377232,丰台区,高速公路,侧碰,雨天,3,1,-4.6,69,14.9,6.4,严重
382,2021-05-23 02:30:02.034411436,海淀区,城市主干道,侧碰,雪天,2,0,-4.0,77,10.0,8.4,严重
383,2024-05-23 11:47:30.819289928,西城区,城市主干道,侧碰,晴天,2,1,-5.5,79,8.1,18.1,严重
384,2022-09-10 09:09:40.432251216,朝阳区,支路,刮擦,晴天,0,0,39.3,94,13.8,19.3,一般
385,2021-02-13 21:49:29.631171111,石景山区,城市次干道,侧碰,阴天,0,1,16.7,28,1.3,16.2,轻微
386,2024-04-06 00:52:40.810289016,东城区,城市次干道,侧碰,晴天,3,1,37.0,20,19.3,15.3,轻微
387,2023-09-25 22:22:28.389046904,西城区,城市次干道,单车事故,雨天,2,0,23.5,31,13.0,19.8,轻微
388,2022-04-25 22:41:28.983106304,丰台区,高速公路,侧碰,雨天,2,1,22.6,75,10.9,17.3,一般
389,2024-04-20 02:10:18.236031592,丰台区,城市次干道,刮擦,雨天,3,1,-10.0,90,2.6,0.1,轻微
390,2024-01-23 07:10:51.719379928,丰台区,城市次干道,追尾,雾天,4,1,30.4,24,19.7,10.0,轻微
391,2021-01-09 03:15:32.547462740,东城区,高速公路,追尾,雾天,4,1,19.4,78,19.8,0.6,一般
392,2022-01-17 13:38:07.002908284,石景山区,支路,单车事故,阴天,3,1,24.2,92,19.7,10.6,轻微
393,2022-07-09 09:54:36.381846176,海淀区,高速公路,追尾,晴天,4,0,-6.9,67,14.5,8.8,一般
394,2025-11-09 02:05:41.728380824,东城区,高速公路,侧碰,雾天,0,1,0.2,39,6.5,7.4,严重
395,2025-02-27 15:45:51.449352936,西城区,城市主干道,单车事故,阴天,1,1,21.0,36,4.8,6.1,轻微
396,2023-10-12 04:14:00.738281816,朝阳区,城市次干道,多车连环,雨天,1,1,-0.4,36,11.1,17.4,一般
397,2021-10-29 01:51:43.564564452,朝阳区,城市次干道,追尾,阴天,1,1,19.6,27,8.0,7.8,一般
398,2022-02-28 08:45:20.126220616,海淀区,城市次干道,单车事故,雾天,2,1,14.7,78,5.1,11.5,轻微
399,2021-06-11 23:58:05.922800274,海淀区,高速公路,刮擦,雾天,2,0,1.3,67,9.9,15.6,一般
400,2022-08-26 09:57:55.121720168,东城区,城市次干道,单车事故,晴天,0,1,6.8,43,6.4,9.9,轻微
401,2024-04-27 22:31:50.045212520,海淀区,支路,单车事故,雪天,4,0,-1.6,45,12.2,19.0,一般
402,2021-11-30 13:34:48.263034296,西城区,高速公路,多车连环,雨天,2,1,-8.3,93,5.1,3.6,轻微
403,2022-03-12 18:37:31.359343928,海淀区,城市主干道,多车连环,雨天,4,1,-9.4,26,15.1,2.0,轻微
404,2021-03-28 01:42:21.908398834,海淀区,支路,刮擦,晴天,3,1,37.1,66,2.0,4.0,一般
405,2022-02-12 11:39:26.930901084,丰台区,高速公路,侧碰,雨天,3,0,-9.2,92,0.6,14.9,轻微
406,2025-02-01 04:36:02.790487048,丰台区,城市次干道,单车事故,雾天,2,0,23.9,58,9.2,19.3,轻微
407,2024-08-28 01:02:37.029910984,丰台区,城市次干道,多车连环,雾天,4,1,2.9,31,10.7,15.3,轻微
408,2024-07-16 16:46:55.175725560,西城区,高速公路,追尾,雾天,0,1,15.1,86,7.0,7.0,轻微
409,2025-05-20 14:34:51.503358328,丰台区,城市次干道,单车事故,雾天,4,1,2.6,48,11.6,9.9,轻微
410,2023-08-07 11:16:33.033511352,丰台区,城市次干道,刮擦,晴天,1,1,14.2,81,1.1,15.0,轻微
411,2021-01-09 12:01:11.701378132,西城区,城市次干道,多车连环,雪天,1,0,-6.1,33,17.4,16.5,一般
412,2025-05-19 16:40:43.618569848,西城区,高速公路,追尾,阴天,2,0,31.2,79,2.1,18.7,一般
413,2023-01-20 21:21:33.303538352,东城区,城市主干道,追尾,雾天,3,0,19.1,84,0.9,18.5,轻微
414,2024-04-10 23:08:59.388146808,东城区,支路,单车事故,雪天,1,1,38.5,77,4.2,4.6,严重
415,2023-03-15 13:12:28.929100904,海淀区,城市主干道,刮擦,阴天,4,0,39.8,91,20.0,12.2,轻微
416,2021-05-28 18:17:38.920100004,海淀区,城市主干道,刮擦,雪天,1,0,28.8,44,18.7,2.4,轻微
417,2021-04-20 23:32:36.489856980,西城区,城市次干道,侧碰,雪天,3,1,36.1,23,11.9,2.2,严重
418,2024-04-29 05:11:37.083916392,西城区,支路,刮擦,雨天,4,1,22.4,45,11.3,13.3,轻微
419,2022-02-05 17:34:52.583466340,东城区,支路,追尾,晴天,2,0,15.0,46,5.6,4.5,轻微
420,2021-06-19 07:11:09.001108106,海淀区,高速公路,追尾,雾天,0,1,29.8,44,9.8,12.8,轻微
421,2024-03-22 10:26:34.653673368,西城区,支路,单车事故,阴天,2,0,25.7,80,18.5,15.7,轻微
422,2023-06-23 00:32:48.371045096,西城区,城市主干道,侧碰,雨天,4,0,-5.7,63,3.9,14.3,轻微
423,2025-11-16 13:41:34.383646360,丰台区,高速公路,追尾,雪天,3,0,27.3,30,18.0,14.1,轻微
424,2025-05-29 00:04:52.043412328,东城区,支路,多车连环,雨天,0,1,13.1,63,2.3,4.3,轻微
425,2022-07-29 02:59:50.693277320,东城区,高速公路,刮擦,雨天,4,0,8.8,55,3.0,7.5,一般
426,2021-05-10 21:00:40.378245820,朝阳区,城市次干道,刮擦,阴天,3,1,32.3,33,17.1,7.9,轻微
427,2025-02-28 22:25:38.488056792,朝阳区,高速公路,单车事故,雨天,2,0,-7.4,37,9.9,19.0,轻微
428,2024-07-13 14:18:52.367444744,丰台区,城市主干道,单车事故,雪天,2,1,3.0,29,1.0,5.4,轻微
429,2023-09-17 08:29:38.272035192,西城区,高速公路,单车事故,阴天,4,1,38.0,80,7.3,7.2,一般
430,2023-01-18 16:47:38.380046000,东城区,高速公路,侧碰,雾天,1,1,18.7,45,18.1,5.5,轻微
431,2023-08-29 22:04:10.999307928,石景山区,支路,刮擦,雪天,2,0,1.6,90,14.1,8.5,轻微
432,2023-06-21 22:15:50.909298920,海淀区,高速公路,刮擦,阴天,1,0,10.9,88,7.1,8.1,一般
433,2024-08-26 00:51:31.683376328,西城区,支路,刮擦,阴天,0,1,3.4,37,10.0,17.8,轻微
434,2023-11-10 22:14:41.782386232,东城区,高速公路,单车事故,雨天,1,0,23.0,84,7.0,3.8,严重
435,2022-07-26 22:25:55.769784976,朝阳区,支路,多车连环,雾天,2,1,39.3,48,6.0,5.0,严重
436,2023-03-14 15:18:21.044312424,海淀区,城市主干道,追尾,阴天,3,0,2.7,69,7.4,2.4,一般
437,2021-06-28 18:58:07.002908286,西城区,支路,刮擦,雾天,0,1,20.2,63,0.2,11.4,一般
